,Keyword,LV1,Search UV,PDP UV,A2C_UV,Order_UV,GMV,ASP,ARPU,Found Number,E. Items,Cluster,PDP % of searches,A2C % of searches,ORDER % of searches
1967,kids toys,Toys & Games,149.0,67.0,13.0,4.0,14.79,3.7,3.7,763648.0,693.0,GM,44.97,8.72,2.68
1965,body spray for women,Health & Beauty,149.0,78.0,27.0,10.0,49.6,3.31,4.96,4424.0,838.0,FMCG,52.35,18.12,6.71
1964,infinix note 7,Mobiles & Tablets,149.0,45.0,7.0,0.0,0.0,0.0,0.0,21592.0,178.0,EL,30.2,4.7,0.0
1963,infinix hot 10s,Mobiles & Tablets,149.0,75.0,20.0,5.0,855.71,142.62,171.14,15960.0,200.0,EL,50.34,13.42,3.36
1962,mini speaker,"TV, Audio / Video, Gaming & Wearables",149.0,87.0,33.0,9.0,45.23,4.11,5.03,24767.0,518.0,EL,58.39,22.15,6.04
1961,lip mask,Health & Beauty,149.0,80.0,32.0,12.0,38.15,3.18,3.18,3961.0,277.0,FMCG,53.69,21.48,8.05
1960,jacket for men stylish 2021 leather,Fashion,149.0,21.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,Fashion,14.09,0.0,0.0
1966,dresses for women,Fashion,149.0,73.0,4.0,1.0,8.42,8.42,8.42,754962.0,818.0,Fashion,48.99,2.68,0.67
1987,wach,Watches Sunglasses Jewellery,148.0,56.0,15.0,2.0,6.61,3.31,3.31,2316858.0,848.0,Fashion,37.84,10.14,1.35
1984,oppo reno 6 pro,Mobiles & Tablets,148.0,77.0,18.0,2.0,515.37,257.68,257.68,2289.0,238.0,EL,52.03,12.16,1.35
1991,ringlight,Cameras,148.0,76.0,32.0,10.0,66.37,6.03,6.64,100623.0,238.0,EL,51.35,21.62,6.76
1990,under garments for women,Fashion,148.0,37.0,7.0,3.0,24.3,8.1,8.1,54279.0,1018.0,Fashion,25.0,4.73,2.03
1989,trousers for women,Fashion,148.0,60.0,12.0,3.0,13.27,3.32,4.42,262475.0,705.0,Fashion,40.54,8.11,2.03
1988,tapal family mixture,Groceries,148.0,90.0,57.0,26.0,311.06,10.73,11.96,956.0,478.0,FMCG,60.81,38.51,17.57
1986,black head remover,Health & Beauty,148.0,57.0,16.0,6.0,27.87,3.98,4.64,26709.0,233.0,FMCG,38.51,10.81,4.05
1985,rc car,Toys & Games,148.0,63.0,5.0,0.0,0.0,0.0,0.0,230285.0,531.0,GM,42.57,3.38,0.0
1978,airpods 2,"TV, Audio / Video, Gaming & Wearables",148.0,60.0,28.0,9.0,42.28,4.7,4.7,13604.0,376.0,EL,40.54,18.92,6.08
1983,abaya for girls new design 2021,Fashion,148.0,46.0,1.0,0.0,0.0,0.0,0.0,37141.0,309.0,Fashion,31.08,0.68,0.0
1981,mugs,Kitchen & Dining,148.0,62.0,10.0,3.0,10.42,3.47,3.47,703897.0,539.0,GM,41.89,6.76,2.03
1980,belts for girls,Fashion,148.0,75.0,18.0,8.0,43.49,3.62,5.44,77048.0,428.0,Fashion,50.68,12.16,5.41
1979,anex,Home Appliances,148.0,65.0,18.0,6.0,616.56,68.51,102.76,4724.0,506.0,EL,43.92,12.16,4.05
1974,panasonic,Mobiles & Tablets,148.0,20.0,3.0,0.0,0.0,0.0,0.0,12482.0,170.0,EL,13.51,2.03,0.0
1982,chase value centre,Fashion,148.0,48.0,11.0,9.0,627.96,20.26,69.77,1127.0,408.0,Fashion,32.43,7.43,6.08
1997,body lotion,Health & Beauty,147.0,84.0,31.0,11.0,32.09,2.67,2.92,16163.0,563.0,FMCG,57.14,21.09,7.48
2002,toys for kids girls,Toys & Games,147.0,71.0,11.0,2.0,9.12,4.56,4.56,184693.0,659.0,GM,48.3,7.48,1.36
2001,pack of 12 lipsticks,Health & Beauty,147.0,71.0,28.0,14.0,48.58,2.86,3.47,2325.0,250.0,FMCG,48.3,19.05,9.52
2000,refrigerator haier,Home Appliances,147.0,75.0,16.0,3.0,799.04,266.35,266.35,360.0,279.0,EL,51.02,10.88,2.04
1999,spy camera mini,Cameras,147.0,62.0,12.0,5.0,108.35,18.06,21.67,36713.0,380.0,EL,42.18,8.16,3.4
1998,redmi note 10 back cover,Mobiles & Tablets,147.0,99.0,24.0,10.0,51.62,3.97,5.16,24213.0,479.0,EL,67.35,16.33,6.8
1995,hemani face wash,Health & Beauty,147.0,92.0,54.0,27.0,87.61,2.92,3.24,182.0,176.0,FMCG,62.59,36.73,18.37
1996,bp apparatus digital,Health & Beauty,147.0,57.0,17.0,9.0,140.6,15.62,15.62,856283.0,131.0,FMCG,38.78,11.56,6.12
1994,masks,Health & Beauty,147.0,32.0,5.0,0.0,0.0,0.0,0.0,162091.0,280.0,FMCG,21.77,3.4,0.0
1993,noodle,Groceries,147.0,81.0,29.0,5.0,12.71,2.12,2.54,34388.0,238.0,FMCG,55.1,19.73,3.4
1992,night suit for women,Fashion,147.0,60.0,14.0,6.0,37.3,6.22,6.22,16683.0,708.0,Fashion,40.82,9.52,4.08
1975,hand watch for men,Watches Sunglasses Jewellery,147.0,74.0,20.0,7.0,34.02,4.25,4.86,190874.0,938.0,Fashion,50.34,13.61,4.76
2013,cups,Kitchen & Dining,146.0,44.0,10.0,5.0,24.74,3.53,4.95,689591.0,1493.0,GM,30.14,6.85,3.42
2014,rica wax,Health & Beauty,146.0,76.0,33.0,13.0,130.09,9.29,10.01,1705.0,562.0,FMCG,52.05,22.6,8.9
2015,pens for girls,Stationery & Craft,146.0,70.0,14.0,1.0,3.06,3.06,3.06,7315.0,448.0,GM,47.95,9.59,0.68
2011,fashion,Fashion,146.0,42.0,6.0,2.0,19.74,9.87,9.87,8773571.0,385.0,Fashion,28.77,4.11,1.37
2016,pencils,Stationery & Craft,146.0,65.0,22.0,5.0,32.0,4.0,6.4,130973.0,470.0,GM,44.52,15.07,3.42
2017,sound bar,"TV, Audio / Video, Gaming & Wearables",146.0,86.0,18.0,5.0,308.96,61.79,61.79,621726.0,378.0,EL,58.9,12.33,3.42
2018,poly gel,Health & Beauty,146.0,88.0,23.0,12.0,90.2,4.3,7.52,4258.0,440.0,FMCG,60.27,15.75,8.22
2012,fireworks,Toys & Games,146.0,52.0,9.0,1.0,1.05,1.05,1.05,7865.0,160.0,GM,35.62,6.16,0.68
2005,lingerie,Fashion,146.0,69.0,15.0,8.0,60.03,5.0,7.5,223608.0,621.0,Fashion,47.26,10.27,5.48
2010,hair,Health & Beauty,146.0,15.0,5.0,4.0,4.41,0.88,1.1,1256768.0,800.0,FMCG,10.27,3.42,2.74
2008,room decoration light,Furniture & Decor,146.0,50.0,6.0,2.0,16.93,8.46,8.46,167453.0,811.0,GM,34.25,4.11,1.37
2007,glue gun sticks,Stationery & Craft,146.0,87.0,32.0,13.0,28.88,2.22,2.22,2692.0,480.0,GM,59.59,21.92,8.9
2006,maskara water proof,Health & Beauty,146.0,79.0,46.0,17.0,32.64,1.81,1.92,185820.0,370.0,FMCG,54.11,31.51,11.64
2004,mobile stand holder,Mobiles & Tablets,146.0,69.0,28.0,8.0,15.32,1.92,1.92,183835.0,988.0,EL,47.26,19.18,5.48
2003,beauty box,Health & Beauty,146.0,78.0,17.0,2.0,17.33,8.66,8.66,245178.0,661.0,FMCG,53.42,11.64,1.37
2009,sexy toys,Health & Beauty,146.0,35.0,3.0,0.0,0.0,0.0,0.0,1565.0,620.0,FMCG,23.97,2.05,0.0
2027,penis enlargement product,Health & Beauty,145.0,36.0,2.0,0.0,0.0,0.0,0.0,5394.0,200.0,FMCG,24.83,1.38,0.0
2035,shrugs for girls,Fashion,145.0,84.0,9.0,1.0,3.71,3.71,3.71,144.0,142.0,Fashion,57.93,6.21,0.69
2034,wall clocks,Furniture & Decor,145.0,88.0,44.0,27.0,130.37,3.62,4.83,56187.0,789.0,GM,60.69,30.34,18.62
2032,st london,Health & Beauty,145.0,30.0,2.0,0.0,0.0,0.0,0.0,352.0,351.0,FMCG,20.69,1.38,0.0
2031,wallet for men branded,Bags and Travel,145.0,76.0,19.0,4.0,19.63,4.91,4.91,89040.0,1287.0,Fashion,52.41,13.1,2.76
2030,vitamin c serum for face,Health & Beauty,145.0,87.0,33.0,9.0,50.43,3.88,5.6,3802.0,242.0,FMCG,60.0,22.76,6.21
2028,ramen noodles 2x spicy,Groceries,145.0,103.0,39.0,12.0,46.73,3.59,3.89,33642.0,268.0,FMCG,71.03,26.9,8.28
2029,birthday gift for girls,Health & Beauty,145.0,48.0,8.0,2.0,7.59,2.53,3.79,99508.0,650.0,FMCG,33.1,5.52,1.38
2026,philips trimmer,Health & Beauty,145.0,76.0,15.0,4.0,153.52,30.7,38.38,30791.0,681.0,FMCG,52.41,10.34,2.76
2024,posture corrector belt,Sports & Outdoors,145.0,97.0,57.0,32.0,117.32,3.45,3.67,5059.0,458.0,GM,66.9,39.31,22.07
2023,70cc bike,Motors,145.0,34.0,5.0,0.0,0.0,0.0,0.0,9492.0,505.0,GM,23.45,3.45,0.0
2022,boys watches,Watches Sunglasses Jewellery,145.0,58.0,16.0,6.0,22.71,3.24,3.78,178393.0,318.0,Fashion,40.0,11.03,4.14
2021,cufflinks for men,Watches Sunglasses Jewellery,145.0,91.0,34.0,13.0,56.33,4.02,4.33,9979.0,1023.0,Fashion,62.76,23.45,8.97
2020,hair mask,Health & Beauty,145.0,81.0,32.0,12.0,64.04,4.93,5.34,11099.0,879.0,FMCG,55.86,22.07,8.28
2019,baby walker,Mother & Baby,145.0,80.0,12.0,3.0,30.78,10.26,10.26,3730.0,648.0,FMCG,55.17,8.28,2.07
2025,realme buds,"TV, Audio / Video, Gaming & Wearables",145.0,98.0,37.0,20.0,463.12,18.52,23.16,7737.0,718.0,EL,67.59,25.52,13.79
2054,clothes for women,Fashion,144.0,67.0,7.0,2.0,17.89,8.94,8.94,711133.0,586.0,Fashion,46.53,4.86,1.39
2049,dresses for girls,Fashion,144.0,64.0,9.0,0.0,0.0,0.0,0.0,298514.0,508.0,Fashion,44.44,6.25,0.0
2050,gaming accessories,Computers & Laptops,144.0,53.0,9.0,1.0,3.42,3.42,3.42,643473.0,678.0,EL,36.81,6.25,0.69
2051,pouches for girls school,Bags and Travel,144.0,73.0,11.0,3.0,13.57,3.39,4.52,2869.0,654.0,Fashion,50.69,7.64,2.08
2053,clock wall stylish,Furniture & Decor,144.0,75.0,34.0,18.0,63.72,3.35,3.54,56147.0,778.0,GM,52.08,23.61,12.5
2058,scooty,Toys & Games,144.0,54.0,7.0,1.0,16.28,16.28,16.28,438.0,388.0,GM,37.5,4.86,0.69
2055,top pops,Groceries,144.0,72.0,28.0,7.0,83.68,10.46,11.95,3454.0,190.0,FMCG,50.0,19.44,4.86
2056,speaker for pc,"TV, Audio / Video, Gaming & Wearables",144.0,76.0,28.0,8.0,42.25,5.28,5.28,76249.0,569.0,EL,52.78,19.44,5.56
2057,sneakers for boys,Fashion,144.0,72.0,11.0,4.0,32.64,8.16,8.16,11211.0,1018.0,Fashion,50.0,7.64,2.78
2059,sheet masks,Health & Beauty,144.0,76.0,33.0,15.0,57.5,3.59,3.83,4815.0,310.0,FMCG,52.78,22.92,10.42
2047,earpods for android,"TV, Audio / Video, Gaming & Wearables",144.0,65.0,16.0,3.0,19.83,4.96,6.61,601.0,601.0,EL,45.14,11.11,2.08
2048,f9 earbuds,"TV, Audio / Video, Gaming & Wearables",144.0,92.0,47.0,26.0,330.51,10.02,12.71,4151.0,590.0,EL,63.89,32.64,18.06
2052,chocolate basket,Groceries,144.0,45.0,4.0,0.0,0.0,0.0,0.0,814.0,210.0,FMCG,31.25,2.78,0.0
2046,shisha pen,Motors,144.0,25.0,1.0,0.0,0.0,0.0,0.0,24196.0,278.0,GM,17.36,0.69,0.0
2033,oppo earbuds,"TV, Audio / Video, Gaming & Wearables",144.0,48.0,4.0,2.0,49.83,24.92,24.92,840.0,369.0,EL,33.33,2.78,1.39
2043,led lights for room,Furniture & Decor,144.0,25.0,8.0,1.0,2.28,2.28,2.28,351492.0,210.0,GM,17.36,5.56,0.69
2045,solar light,Furniture & Decor,144.0,76.0,21.0,13.0,177.84,11.86,13.68,193472.0,764.0,GM,52.78,14.58,9.03
2040,helicopter remote control,Toys & Games,144.0,75.0,19.0,8.0,53.85,5.98,6.73,15217.0,1270.0,GM,52.08,13.19,5.56
2039,handbags for girls,Bags and Travel,144.0,81.0,11.0,7.0,60.14,6.68,8.59,56870.0,1510.0,Fashion,56.25,7.64,4.86
2038,iphone 11 case,Mobiles & Tablets,144.0,76.0,18.0,6.0,19.15,3.19,3.19,56720.0,870.0,EL,52.78,12.5,4.17
2037,minecraft,Digital Goods,144.0,49.0,9.0,1.0,28.13,28.13,28.13,620.0,578.0,Digital Goods,34.03,6.25,0.69
2036,lint remover machine,"Tools, DIY & Outdoor",144.0,78.0,28.0,10.0,81.94,8.19,8.19,14662.0,648.0,GM,54.17,19.44,6.94
2065,foot massager,Health & Beauty,143.0,53.0,9.0,3.0,22.97,7.66,7.66,12878.0,308.0,FMCG,37.06,6.29,2.1
2072,samsang galaxy,Mobiles & Tablets,143.0,5.0,0.0,0.0,0.0,0.0,0.0,52.0,52.0,EL,3.5,0.0,0.0
2071,stylo shoes for girls,Fashion,143.0,48.0,3.0,0.0,0.0,0.0,0.0,120059.0,458.0,Fashion,33.57,2.1,0.0
2069,piano,Media Music & Books,143.0,48.0,6.0,0.0,0.0,0.0,0.0,42748.0,321.0,GM,33.57,4.2,0.0
2068,chromecast,"TV, Audio / Video, Gaming & Wearables",143.0,82.0,30.0,11.0,180.08,13.85,16.37,3810.0,204.0,EL,57.34,20.98,7.69
2067,trouser,Fashion,143.0,56.0,10.0,3.0,14.6,3.65,4.87,694047.0,303.0,Fashion,39.16,6.99,2.1
2066,body shaper,Fashion,143.0,62.0,19.0,12.0,76.03,5.07,6.34,22309.0,618.0,Fashion,43.36,13.29,8.39
2070,tent house for kids,Toys & Games,143.0,79.0,25.0,10.0,141.24,12.84,14.12,3854.0,1028.0,GM,55.24,17.48,6.99
2064,ensure,Groceries,143.0,70.0,32.0,10.0,407.84,29.13,40.78,979395.0,152.0,FMCG,48.95,22.38,6.99
2063,ear phones bluetooth,"TV, Audio / Video, Gaming & Wearables",143.0,68.0,29.0,13.0,70.72,5.44,5.44,99790.0,298.0,EL,47.55,20.28,9.09
2062,kenwood inverter ac,Home Appliances,143.0,75.0,14.0,2.0,981.94,490.97,490.97,4206.0,210.0,EL,52.45,9.79,1.4
2061,jogers for men,Fashion,143.0,27.0,1.0,0.0,0.0,0.0,0.0,15645.0,176.0,Fashion,18.88,0.7,0.0
2060,mini washing machine for kids clothes,Fashion,143.0,76.0,6.0,0.0,0.0,0.0,0.0,10184.0,602.0,Fashion,53.15,4.2,0.0
2041,opoo mobile,Mobiles & Tablets,143.0,53.0,4.0,0.0,0.0,0.0,0.0,293119.0,228.0,EL,37.06,2.8,0.0
2042,name bracelet,Watches Sunglasses Jewellery,143.0,53.0,12.0,2.0,9.82,4.91,4.91,589117.0,872.0,Fashion,37.06,8.39,1.4
2044,mouse wireless,Computers & Laptops,143.0,79.0,39.0,10.0,30.92,3.09,3.09,26905.0,399.0,EL,55.24,27.27,6.99
2087,samsung a32 back cover,Mobiles & Tablets,142.0,89.0,32.0,15.0,48.34,3.22,3.22,4988.0,1446.0,EL,62.68,22.54,10.56
2086,collage bags for girls,Bags and Travel,142.0,73.0,17.0,2.0,9.28,4.64,4.64,4556.0,598.0,Fashion,51.41,11.97,1.41
2085,cofee beater,Kitchen & Dining,142.0,94.0,47.0,25.0,55.03,2.12,2.2,34047.0,440.0,GM,66.2,33.1,17.61
2084,purse for girls stylish,Bags and Travel,142.0,67.0,11.0,3.0,13.22,4.41,4.41,53816.0,818.0,Fashion,47.18,7.75,2.11
2082,samsung watch,"TV, Audio / Video, Gaming & Wearables",142.0,50.0,4.0,1.0,8.99,8.99,8.99,21309.0,649.0,EL,35.21,2.82,0.7
2080,saeed ghani,Health & Beauty,142.0,45.0,20.0,7.0,19.21,1.37,2.74,127.0,127.0,FMCG,31.69,14.08,4.93
2079,girls jewellery,Watches Sunglasses Jewellery,142.0,66.0,18.0,3.0,8.49,2.12,2.83,539588.0,803.0,Fashion,46.48,12.68,2.11
2078,girl,Fashion,142.0,14.0,0.0,0.0,0.0,0.0,0.0,2372050.0,300.0,Fashion,9.86,0.0,0.0
2077,couple bracelets,Watches Sunglasses Jewellery,142.0,63.0,16.0,5.0,18.9,3.15,3.78,21404.0,558.0,Fashion,44.37,11.27,3.52
2076,egg boiler,Home Appliances,142.0,74.0,17.0,5.0,40.71,6.78,8.14,4430.0,846.0,EL,52.11,11.97,3.52
2075,earrings for women,Watches Sunglasses Jewellery,142.0,69.0,25.0,4.0,9.09,2.27,2.27,489053.0,970.0,Fashion,48.59,17.61,2.82
2074,ear buds wireless android,"TV, Audio / Video, Gaming & Wearables",142.0,56.0,14.0,2.0,11.79,5.9,5.9,17814.0,792.0,EL,39.44,9.86,1.41
2073,head and shoulder,Health & Beauty,142.0,75.0,37.0,11.0,139.45,5.36,12.68,10094.0,133.0,FMCG,52.82,26.06,7.75
2107,samsung a03s,Mobiles & Tablets,141.0,94.0,38.0,6.0,653.77,108.96,108.96,2204.0,114.0,EL,66.67,26.95,4.26
2094,fogg body spray,Health & Beauty,141.0,65.0,17.0,2.0,10.43,3.48,5.22,206301.0,691.0,FMCG,46.1,12.06,1.42
2099,spoon holder,Kitchen & Dining,141.0,63.0,31.0,10.0,18.29,1.52,1.83,30139.0,420.0,GM,44.68,21.99,7.09
2098,vibrator for girls pussy sex,Health & Beauty,141.0,21.0,1.0,0.0,0.0,0.0,0.0,7341.0,283.0,FMCG,14.89,0.71,0.0
2097,cloth storage bag,Furniture & Decor,141.0,74.0,58.0,28.0,96.2,2.83,3.44,389139.0,648.0,GM,52.48,41.13,19.86
2096,abaya for girls new design simple,Fashion,141.0,71.0,3.0,0.0,0.0,0.0,0.0,64146.0,599.0,Fashion,50.35,2.13,0.0
2095,bed sheets double,Bedding & Bath,141.0,75.0,20.0,5.0,40.78,5.83,8.16,20097.0,363.0,GM,53.19,14.18,3.55
2083,eyebrow pencil,Health & Beauty,141.0,90.0,42.0,18.0,27.48,1.37,1.53,5876.0,300.0,FMCG,63.83,29.79,12.77
2093,focallure,Health & Beauty,141.0,52.0,21.0,6.0,30.67,3.07,5.11,1016.0,390.0,FMCG,36.88,14.89,4.26
2091,kids clothes for girls,Mother & Baby,141.0,45.0,2.0,1.0,2.78,2.78,2.78,158804.0,583.0,FMCG,31.91,1.42,0.71
2090,infinix hot 10 play back cover,Mobiles & Tablets,141.0,75.0,27.0,7.0,24.64,3.08,3.52,23163.0,798.0,EL,53.19,19.15,4.96
2089,mobile cover for girls,Mobiles & Tablets,141.0,45.0,3.0,1.0,2.69,2.69,2.69,48411.0,737.0,EL,31.91,2.13,0.71
2088,baby shoes girls,Mother & Baby,141.0,59.0,15.0,4.0,10.19,2.55,2.55,44566.0,1019.0,FMCG,41.84,10.64,2.84
2092,facial massager,Health & Beauty,141.0,83.0,33.0,19.0,86.17,4.1,4.54,39411.0,270.0,FMCG,58.87,23.4,13.48
2081,plastic chairs,Furniture & Decor,141.0,81.0,15.0,5.0,214.16,26.77,42.83,305332.0,838.0,GM,57.45,10.64,3.55
2116,yamaha ybr 125,Motors,140.0,29.0,1.0,1.0,9.44,9.44,9.44,1608.0,200.0,GM,20.71,0.71,0.71
2113,remington hair straightener,Health & Beauty,140.0,71.0,23.0,8.0,241.09,30.14,30.14,269.0,268.0,FMCG,50.71,16.43,5.71
2114,bluetooth handfree,"TV, Audio / Video, Gaming & Wearables",140.0,67.0,40.0,16.0,58.22,3.23,3.64,90435.0,488.0,EL,47.86,28.57,11.43
2115,pop it bubble,Toys & Games,140.0,54.0,12.0,2.0,11.44,2.29,5.72,9295.0,310.0,GM,38.57,8.57,1.43
2119,stainless steel,Kitchen & Dining,140.0,8.0,1.0,0.0,0.0,0.0,0.0,1382439.0,728.0,GM,5.71,0.71,0.0
2117,thermos,Kitchen & Dining,140.0,71.0,17.0,6.0,77.01,11.0,12.83,26260.0,628.0,GM,50.71,12.14,4.29
2118,track suit for women,Sports & Outdoors,140.0,57.0,4.0,0.0,0.0,0.0,0.0,15761.0,508.0,GM,40.71,2.86,0.0
2111,girls jacket for winter,Fashion,140.0,77.0,5.0,1.0,10.68,10.68,10.68,22024.0,658.0,Fashion,55.0,3.57,0.71
2120,roller hair,Health & Beauty,140.0,69.0,15.0,6.0,42.07,7.01,7.01,58420.0,340.0,FMCG,49.29,10.71,4.29
2112,bostanten watch,Watches Sunglasses Jewellery,140.0,99.0,55.0,28.0,311.17,10.37,11.11,295.0,268.0,Fashion,70.71,39.29,20.0
2110,dslr camera canon,Cameras,140.0,57.0,4.0,0.0,0.0,0.0,0.0,43459.0,328.0,EL,40.71,2.86,0.0
2109,infinix hot 8,Mobiles & Tablets,140.0,28.0,3.0,1.0,112.09,112.09,112.09,19671.0,820.0,EL,20.0,2.14,0.71
2108,iphone 6s plus,Mobiles & Tablets,140.0,13.0,1.0,1.0,1.21,1.21,1.21,73329.0,400.0,EL,9.29,0.71,0.71
2106,medicine box,Furniture & Decor,140.0,70.0,18.0,9.0,23.36,2.12,2.6,11259.0,278.0,GM,50.0,12.86,6.43
2105,mehran car accessories,Motors,140.0,80.0,11.0,1.0,7.28,7.28,7.28,1172.0,1027.0,GM,57.14,7.86,0.71
2103,lcd 24 inch,"TV, Audio / Video, Gaming & Wearables",140.0,35.0,0.0,0.0,0.0,0.0,0.0,8147.0,290.0,EL,25.0,0.0,0.0
2102,sugar 1kg,Groceries,140.0,83.0,62.0,25.0,78.58,2.53,3.14,4349.0,238.0,FMCG,59.29,44.29,17.86
2100,school bags for girls,Stationery & Craft,140.0,53.0,13.0,3.0,41.93,13.98,13.98,23363.0,928.0,GM,37.86,9.29,2.14
2128,remote control helicopter,Toys & Games,139.0,77.0,24.0,4.0,43.52,7.25,10.88,15217.0,1133.0,GM,55.4,17.27,2.88
2134,vouchers daraz,Digital Goods,139.0,37.0,6.0,0.0,0.0,0.0,0.0,17969.0,118.0,Digital Goods,26.62,4.32,0.0
2135,small bags for girls,Bags and Travel,139.0,40.0,10.0,1.0,4.45,4.45,4.45,52068.0,658.0,Fashion,28.78,7.19,0.72
2133,redmi note 10 pro cover,Mobiles & Tablets,139.0,93.0,43.0,13.0,58.38,3.65,4.49,18428.0,760.0,EL,66.91,30.94,9.35
2132,a12 samsung,Mobiles & Tablets,139.0,65.0,30.0,6.0,1152.92,164.7,192.15,22899.0,170.0,EL,46.76,21.58,4.32
2131,car washer pump,"Tools, DIY & Outdoor",139.0,67.0,5.0,2.0,91.19,45.59,45.59,25165.0,618.0,GM,48.2,3.6,1.44
2129,clothes for boys,Mother & Baby,139.0,20.0,3.0,1.0,10.79,5.39,10.79,55281.0,338.0,FMCG,14.39,2.16,0.72
2124,charging cable,Mobiles & Tablets,139.0,71.0,23.0,4.0,8.52,2.13,2.13,274185.0,266.0,EL,51.08,16.55,2.88
2123,geyser gas,Home Appliances,139.0,75.0,23.0,4.0,252.42,63.1,63.1,894.0,238.0,EL,53.96,16.55,2.88
2122,hoddies,Fashion,139.0,84.0,13.0,4.0,42.74,7.12,10.68,152747.0,807.0,Fashion,60.43,9.35,2.88
2121,magic stick,Toys & Games,139.0,66.0,12.0,5.0,21.87,4.37,4.37,6417.0,152.0,GM,47.48,8.63,3.6
2104,geezer,Home Appliances,139.0,75.0,13.0,3.0,392.75,130.92,130.92,905.0,284.0,EL,53.96,9.35,2.16
2101,fish,Pet Supplies,139.0,18.0,2.0,0.0,0.0,0.0,0.0,193520.0,310.0,FMCG,12.95,1.44,0.0
2126,pop it toy fidget,Toys & Games,139.0,65.0,22.0,11.0,30.8,2.37,2.8,10891.0,300.0,GM,46.76,15.83,7.91
2127,bts stickers,Stationery & Craft,138.0,87.0,38.0,14.0,37.14,1.95,2.65,1003.0,290.0,GM,63.04,27.54,10.14
2142,boys chain,Watches Sunglasses Jewellery,138.0,58.0,12.0,3.0,7.87,1.97,2.62,16174.0,725.0,Fashion,42.03,8.7,2.17
2148,star lights for room,Furniture & Decor,138.0,70.0,35.0,20.0,38.78,1.85,1.94,12723.0,685.0,GM,50.72,25.36,14.49
2147,short frocks for girls,Mother & Baby,138.0,29.0,1.0,0.0,0.0,0.0,0.0,9869.0,325.0,FMCG,21.01,0.72,0.0
2146,wooden wall clock,Furniture & Decor,138.0,97.0,58.0,37.0,142.81,3.17,3.86,32005.0,706.0,GM,70.29,42.03,26.81
2145,vivo mobile,Mobiles & Tablets,138.0,61.0,9.0,1.0,221.7,221.7,221.7,172524.0,199.0,EL,44.2,6.52,0.72
2144,blue tooth hand free,"TV, Audio / Video, Gaming & Wearables",138.0,69.0,23.0,10.0,35.82,2.98,3.58,91492.0,552.0,EL,50.0,16.67,7.25
2143,phone case,Mobiles & Tablets,138.0,25.0,1.0,0.0,0.0,0.0,0.0,5674906.0,248.0,EL,18.12,0.72,0.0
2140,bomber jacket for men,Fashion,138.0,79.0,8.0,2.0,13.04,6.52,6.52,27800.0,1018.0,Fashion,57.25,5.8,1.45
2139,carpet,Furniture & Decor,138.0,55.0,5.0,1.0,3.82,3.82,3.82,146317.0,687.0,GM,39.86,3.62,0.72
2138,car accessories corolla,Motors,138.0,32.0,3.0,1.0,9.54,9.54,9.54,14994.0,1037.0,GM,23.19,2.17,0.72
2137,g shock watch for men,Watches Sunglasses Jewellery,138.0,65.0,14.0,6.0,260.01,43.34,43.34,6526.0,528.0,Fashion,47.1,10.14,4.35
2136,jars for kitchen,Kitchen & Dining,138.0,81.0,17.0,5.0,22.21,3.7,4.44,115904.0,1265.0,GM,58.7,12.32,3.62
2130,mens jacket winter,Fashion,138.0,78.0,11.0,3.0,29.94,7.48,9.98,29318.0,813.0,Fashion,56.52,7.97,2.17
2125,infinex note 10,Mobiles & Tablets,138.0,39.0,16.0,4.0,728.77,182.19,182.19,17897.0,149.0,EL,28.26,11.59,2.9
2167,st london foundation,Health & Beauty,137.0,31.0,2.0,0.0,0.0,0.0,0.0,77.0,78.0,FMCG,22.63,1.46,0.0
2166,socks for kids,Mother & Baby,137.0,67.0,21.0,6.0,16.38,2.73,2.73,8655.0,389.0,FMCG,48.91,15.33,4.38
2165,w26 plus smart watch,"TV, Audio / Video, Gaming & Wearables",137.0,66.0,21.0,3.0,56.03,18.68,18.68,1692.0,268.0,EL,48.18,15.33,2.19
2161,sandals for men,Fashion,137.0,58.0,10.0,2.0,16.81,8.41,8.41,15541.0,809.0,Fashion,42.34,7.3,1.46
2156,paints,"Tools, DIY & Outdoor",137.0,9.0,0.0,0.0,0.0,0.0,0.0,238135.0,128.0,GM,6.57,0.0,0.0
2155,redmi 10 cover,Mobiles & Tablets,137.0,89.0,24.0,6.0,24.65,4.11,4.11,27766.0,444.0,EL,64.96,17.52,4.38
2154,dslr,Cameras,137.0,73.0,6.0,0.0,0.0,0.0,0.0,39066.0,203.0,EL,53.28,4.38,0.0
2153,delay spray,Health & Beauty,137.0,33.0,2.0,0.0,0.0,0.0,0.0,343.0,290.0,FMCG,24.09,1.46,0.0
2152,huda beauty foundation,Health & Beauty,137.0,64.0,11.0,1.0,2.13,2.13,2.13,164.0,165.0,FMCG,46.72,8.03,0.73
2151,one rupees game,Digital Goods,137.0,105.0,99.0,91.0,2.28,0.01,0.03,44.0,44.0,Digital Goods,76.64,72.26,66.42
2150,bathroom rack,Bedding & Bath,137.0,77.0,20.0,9.0,45.73,4.57,5.08,69910.0,1018.0,GM,56.2,14.6,6.57
2149,airpods for android,"TV, Audio / Video, Gaming & Wearables",137.0,68.0,24.0,8.0,51.63,5.74,6.45,17129.0,685.0,EL,49.64,17.52,5.84
